SEIFA series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(SEIFA series_tooltip)-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
5 (highest socioeconomic area),Total,0,0.7029348977,0.7029348977,1992-12-01 00:00:00,December 1992,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7028482606,0.7028482606,1993-01-01 00:00:00,January 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7044977815,0.7044977815,1993-02-01 00:00:00,February 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7118692887,0.7118692887,1993-03-01 00:00:00,March 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7204579222,0.7204579222,1993-04-01 00:00:00,April 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7176352952,0.7176352952,1993-05-01 00:00:00,May 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7187231594,0.7187231594,1993-06-01 00:00:00,June 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7215668934,0.7215668934,1993-07-01 00:00:00,July 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7199036939,0.7199036939,1993-08-01 00:00:00,August 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7247415717,0.7247415717,1993-09-01 00:00:00,September 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7315975949,0.7315975949,1993-10-01 00:00:00,October 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7300918255,0.7300918255,1993-11-01 00:00:00,November 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7341686458,0.7341686458,1993-12-01 00:00:00,December 1993,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7398157046,0.7398157046,1994-01-01 00:00:00,January 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7380545492,0.7380545492,1994-02-01 00:00:00,February 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7434578621,0.7434578621,1994-03-01 00:00:00,March 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7457198408,0.7457198408,1994-04-01 00:00:00,April 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7402064212,0.7402064212,1994-05-01 00:00:00,May 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7420356387,0.7420356387,1994-06-01 00:00:00,June 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7454045418,0.7454045418,1994-07-01 00:00:00,July 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7407915159,0.7407915159,1994-08-01 00:00:00,August 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7457771599,0.7457771599,1994-09-01 00:00:00,September 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7524465181,0.7524465181,1994-10-01 00:00:00,October 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7500909014,0.7500909014,1994-11-01 00:00:00,November 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7529314893,0.7529314893,1994-12-01 00:00:00,December 1994,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7556504297,0.7556504297,1995-01-01 00:00:00,January 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7579284516,0.7579284516,1995-02-01 00:00:00,February 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7616864548,0.7616864548,1995-03-01 00:00:00,March 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7660506074,0.7660506074,1995-04-01 00:00:00,April 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7584767222,0.7584767222,1995-05-01 00:00:00,May 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7594471429,0.7594471429,1995-06-01 00:00:00,June 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.763826313,0.763826313,1995-07-01 00:00:00,July 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.75891614,0.75891614,1995-08-01 00:00:00,August 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7613669793,0.7613669793,1995-09-01 00:00:00,September 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7673704337,0.7673704337,1995-10-01 00:00:00,October 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7660026038,0.7660026038,1995-11-01 00:00:00,November 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7695330616,0.7695330616,1995-12-01 00:00:00,December 1995,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7696303009,0.7696303009,1996-01-01 00:00:00,January 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7706201243,0.7706201243,1996-02-01 00:00:00,February 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7764087029,0.7764087029,1996-03-01 00:00:00,March 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7777412978,0.7777412978,1996-04-01 00:00:00,April 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7697420688,0.7697420688,1996-05-01 00:00:00,May 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7723509016,0.7723509016,1996-06-01 00:00:00,June 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7695357586,0.7695357586,1996-07-01 00:00:00,July 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7699395629,0.7699395629,1996-08-01 00:00:00,August 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7728930907,0.7728930907,1996-09-01 00:00:00,September 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7744392811,0.7744392811,1996-10-01 00:00:00,October 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7738583977,0.7738583977,1996-11-01 00:00:00,November 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.775786427,0.775786427,1996-12-01 00:00:00,December 1996,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7740964893,0.7740964893,1997-01-01 00:00:00,January 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.773718043,0.773718043,1997-02-01 00:00:00,February 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7797449174,0.7797449174,1997-03-01 00:00:00,March 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7764901,0.7764901,1997-04-01 00:00:00,April 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7733718976,0.7733718976,1997-05-01 00:00:00,May 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7708055148,0.7708055148,1997-06-01 00:00:00,June 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7676160642,0.7676160642,1997-07-01 00:00:00,July 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7660374082,0.7660374082,1997-08-01 00:00:00,August 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7693020258,0.7693020258,1997-09-01 00:00:00,September 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7697372565,0.7697372565,1997-10-01 00:00:00,October 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7674288588,0.7674288588,1997-11-01 00:00:00,November 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7670338787,0.7670338787,1997-12-01 00:00:00,December 1997,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7667786833,0.7667786833,1998-01-01 00:00:00,January 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7663499562,0.7663499562,1998-02-01 00:00:00,February 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7702721505,0.7702721505,1998-03-01 00:00:00,March 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7699081471,0.7699081471,1998-04-01 00:00:00,April 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7656402083,0.7656402083,1998-05-01 00:00:00,May 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7641810359,0.7641810359,1998-06-01 00:00:00,June 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7611949169,0.7611949169,1998-07-01 00:00:00,July 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.760224315,0.760224315,1998-08-01 00:00:00,August 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7641968564,0.7641968564,1998-09-01 00:00:00,September 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7644843881,0.7644843881,1998-10-01 00:00:00,October 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7621658415,0.7621658415,1998-11-01 00:00:00,November 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7628087101,0.7628087101,1998-12-01 00:00:00,December 1998,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7635748237,0.7635748237,1999-01-01 00:00:00,January 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7620487134,0.7620487134,1999-02-01 00:00:00,February 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7684921759,0.7684921759,1999-03-01 00:00:00,March 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7634311753,0.7634311753,1999-04-01 00:00:00,April 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7600096975,0.7600096975,1999-05-01 00:00:00,May 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.75972265,0.75972265,1999-06-01 00:00:00,June 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7575139495,0.7575139495,1999-07-01 00:00:00,July 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7538026582,0.7538026582,1999-08-01 00:00:00,August 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7557387234,0.7557387234,1999-09-01 00:00:00,September 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.75776186,0.75776186,1999-10-01 00:00:00,October 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7549447292,0.7549447292,1999-11-01 00:00:00,November 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7544591183,0.7544591183,1999-12-01 00:00:00,December 1999,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.754612165,0.754612165,2000-01-01 00:00:00,January 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7552755884,0.7552755884,2000-02-01 00:00:00,February 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7586745927,0.7586745927,2000-03-01 00:00:00,March 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7550614438,0.7550614438,2000-04-01 00:00:00,April 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7516307295,0.7516307295,2000-05-01 00:00:00,May 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7508940069,0.7508940069,2000-06-01 00:00:00,June 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7451206389,0.7451206389,2000-07-01 00:00:00,July 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7415405133,0.7415405133,2000-08-01 00:00:00,August 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7402210633,0.7402210633,2000-09-01 00:00:00,September 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7420744897,0.7420744897,2000-10-01 00:00:00,October 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7393205615,0.7393205615,2000-11-01 00:00:00,November 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7352154994,0.7352154994,2000-12-01 00:00:00,December 2000,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7323389404,0.7323389404,2001-01-01 00:00:00,January 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7317807619,0.7317807619,2001-02-01 00:00:00,February 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7361516065,0.7361516065,2001-03-01 00:00:00,March 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7290584082,0.7290584082,2001-04-01 00:00:00,April 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7243788059,0.7243788059,2001-05-01 00:00:00,May 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.71905832,0.71905832,2001-06-01 00:00:00,June 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7133931926,0.7133931926,2001-07-01 00:00:00,July 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7060002046,0.7060002046,2001-08-01 00:00:00,August 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7060054327,0.7060054327,2001-09-01 00:00:00,September 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.7066429241,0.7066429241,2001-10-01 00:00:00,October 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.703571961,0.703571961,2001-11-01 00:00:00,November 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6989698762,0.6989698762,2001-12-01 00:00:00,December 2001,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
5 (highest socioeconomic area),Total,0,0.6995079085,0.6995079085,2002-01-01 00:00:00,January 2002,0,0, ,%null%,0,%null%,0,Quintile 5,%null%,Australia,0,0,0,0,0
