chart_4_series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values (currency format))-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(chart_4_tooltip_variable_text2)-alias,ATTR(rolling_tooltip_text)-alias,ATTR(chart_4_tooltip_variable_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Series tooltip)-alias,ATTR(Series tooltip)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Series (copy)_147492889927708672:nk]-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias
GP attendances,Total,0,234708959.65,234708959.65,234708959.65,2005-07-01 00:00:00,July 2005,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,264369825.1,264369825.1,264369825.1,2005-08-01 00:00:00,August 2005,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,240923086.95,240923086.95,240923086.95,2005-09-01 00:00:00,September 2005,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,236781614.8,236781614.8,236781614.8,2005-10-01 00:00:00,October 2005,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,249313419.5,249313419.5,249313419.5,2005-11-01 00:00:00,November 2005,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,214817540,214817540,214817540,2005-12-01 00:00:00,December 2005,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,216395912,216395912,216395912,2006-01-01 00:00:00,January 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,232635656.85,232635656.85,232635656.85,2006-02-01 00:00:00,February 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,274467886.95,274467886.95,274467886.95,2006-03-01 00:00:00,March 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,222542716.9,222542716.9,222542716.9,2006-04-01 00:00:00,April 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,274474751.75,274474751.75,274474751.75,2006-05-01 00:00:00,May 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,250051673.25,250051673.25,250051673.25,2006-06-01 00:00:00,June 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,253745407.4,253745407.4,253745407.4,2006-07-01 00:00:00,July 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,284503079.2,284503079.2,284503079.2,2006-08-01 00:00:00,August 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,254641777.9,254641777.9,254641777.9,2006-09-01 00:00:00,September 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,256848210.4,256848210.4,256848210.4,2006-10-01 00:00:00,October 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,272506569.4,272506569.4,272506569.4,2006-11-01 00:00:00,November 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,227196041.65,227196041.65,227196041.65,2006-12-01 00:00:00,December 2006,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,244792366.6,244792366.6,244792366.6,2007-01-01 00:00:00,January 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,253618120.2,253618120.2,253618120.2,2007-02-01 00:00:00,February 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,295824979.7,295824979.7,295824979.7,2007-03-01 00:00:00,March 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,251049333.45,251049333.45,251049333.45,2007-04-01 00:00:00,April 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,304100660.25,304100660.25,304100660.25,2007-05-01 00:00:00,May 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,269958837.55,269958837.55,269958837.55,2007-06-01 00:00:00,June 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,295626004,295626004,295626004,2007-07-01 00:00:00,July 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,320237952.7,320237952.7,320237952.7,2007-08-01 00:00:00,August 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,275893829.55,275893829.55,275893829.55,2007-09-01 00:00:00,September 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,297719561.55,297719561.55,297719561.55,2007-10-01 00:00:00,October 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,299681288.25,299681288.25,299681288.25,2007-11-01 00:00:00,November 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,245429687.2,245429687.2,245429687.2,2007-12-01 00:00:00,December 2007,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,270877613.9,270877613.9,270877613.9,2008-01-01 00:00:00,January 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,297743665,297743665,297743665,2008-02-01 00:00:00,February 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,294492073.95,294492073.95,294492073.95,2008-03-01 00:00:00,March 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,309504039.9,309504039.9,309504039.9,2008-04-01 00:00:00,April 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,313502856.9,313502856.9,313502856.9,2008-05-01 00:00:00,May 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,289219868.35,289219868.35,289219868.35,2008-06-01 00:00:00,June 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,312377971.8,312377971.8,312377971.8,2008-07-01 00:00:00,July 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,314942649.4,314942649.4,314942649.4,2008-08-01 00:00:00,August 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,312712362.35,312712362.35,312712362.35,2008-09-01 00:00:00,September 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,312841221.6,312841221.6,312841221.6,2008-10-01 00:00:00,October 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,295306853.65,295306853.65,295306853.65,2008-11-01 00:00:00,November 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,279597978.15,279597978.15,279597978.15,2008-12-01 00:00:00,December 2008,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,271242632.45,271242632.45,271242632.45,2009-01-01 00:00:00,January 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,297358508.25,297358508.25,297358508.25,2009-02-01 00:00:00,February 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,344100416,344100416,344100416,2009-03-01 00:00:00,March 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,307618576.2,307618576.2,307618576.2,2009-04-01 00:00:00,April 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,329058942.95,329058942.95,329058942.95,2009-05-01 00:00:00,May 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,334767313.4,334767313.4,334767313.4,2009-06-01 00:00:00,June 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,340858613,340858613,340858613,2009-07-01 00:00:00,July 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,327057184.65,327057184.65,327057184.65,2009-08-01 00:00:00,August 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,322481811,322481811,322481811,2009-09-01 00:00:00,September 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,334741228.5,334741228.5,334741228.5,2009-10-01 00:00:00,October 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,329152960.4,329152960.4,329152960.4,2009-11-01 00:00:00,November 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,294366291.75,294366291.75,294366291.75,2009-12-01 00:00:00,December 2009,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,281220321.25,281220321.25,281220321.25,2010-01-01 00:00:00,January 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,320753144.8,320753144.8,320753144.8,2010-02-01 00:00:00,February 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,372365056.25,372365056.25,372365056.25,2010-03-01 00:00:00,March 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,318456262.25,318456262.25,318456262.25,2010-04-01 00:00:00,April 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,346026271.55,346026271.55,346026271.55,2010-05-01 00:00:00,May 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,340542227.5,340542227.5,340542227.5,2010-06-01 00:00:00,June 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,342865855.4,342865855.4,342865855.4,2010-07-01 00:00:00,July 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,364860720.85,364860720.85,364860720.85,2010-08-01 00:00:00,August 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,353784678.55,353784678.55,353784678.55,2010-09-01 00:00:00,September 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,342238621.9,342238621.9,342238621.9,2010-10-01 00:00:00,October 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,365643973.35,365643973.35,365643973.35,2010-11-01 00:00:00,November 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,312282992,312282992,312282992,2010-12-01 00:00:00,December 2010,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,306801611.7,306801611.7,306801611.7,2011-01-01 00:00:00,January 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,343391118.8,343391118.8,343391118.8,2011-02-01 00:00:00,February 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,403300457.7,403300457.7,403300457.7,2011-03-01 00:00:00,March 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,329059234.8,329059234.8,329059234.8,2011-04-01 00:00:00,April 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,390559352.55,390559352.55,390559352.55,2011-05-01 00:00:00,May 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,373851175.65,373851175.65,373851175.65,2011-06-01 00:00:00,June 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,361527652,361527652,361527652,2011-07-01 00:00:00,July 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,410969076.35,410969076.35,410969076.35,2011-08-01 00:00:00,August 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,379491702.85,379491702.85,379491702.85,2011-09-01 00:00:00,September 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,366556129,366556129,366556129,2011-10-01 00:00:00,October 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,386066937.3,386066937.3,386066937.3,2011-11-01 00:00:00,November 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,330172081.35,330172081.35,330172081.35,2011-12-01 00:00:00,December 2011,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,341751236.45,341751236.45,341751236.45,2012-01-01 00:00:00,January 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,388159151.05,388159151.05,388159151.05,2012-02-01 00:00:00,February 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,422965236.15,422965236.15,422965236.15,2012-03-01 00:00:00,March 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,359214713.4,359214713.4,359214713.4,2012-04-01 00:00:00,April 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,434725661.7,434725661.7,434725661.7,2012-05-01 00:00:00,May 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,392312588.75,392312588.75,392312588.75,2012-06-01 00:00:00,June 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,412642482.35,412642482.35,412642482.35,2012-07-01 00:00:00,July 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,438840908.65,438840908.65,438840908.65,2012-08-01 00:00:00,August 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,384850394.15,384850394.15,384850394.15,2012-09-01 00:00:00,September 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,415193459.1,415193459.1,415193459.1,2012-10-01 00:00:00,October 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,415933502.1,415933502.1,415933502.1,2012-11-01 00:00:00,November 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,339681708.85,339681708.85,339681708.85,2012-12-01 00:00:00,December 2012,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,383845792.05,383845792.05,383845792.05,2013-01-01 00:00:00,January 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,404195583.3,404195583.3,404195583.3,2013-02-01 00:00:00,February 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,434567772.9,434567772.9,434567772.9,2013-03-01 00:00:00,March 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,434479272.1,434479272.1,434479272.1,2013-04-01 00:00:00,April 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,468755581.6,468755581.6,468755581.6,2013-05-01 00:00:00,May 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,407839226.35,407839226.35,407839226.35,2013-06-01 00:00:00,June 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,454537741.35,454537741.35,454537741.35,2013-07-01 00:00:00,July 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,464738296.1,464738296.1,464738296.1,2013-08-01 00:00:00,August 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,435067736.15,435067736.15,435067736.15,2013-09-01 00:00:00,September 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,456147180.05,456147180.05,456147180.05,2013-10-01 00:00:00,October 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,437488734.15,437488734.15,437488734.15,2013-11-01 00:00:00,November 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,380911516.35,380911516.35,380911516.35,2013-12-01 00:00:00,December 2013,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,412982594.9,412982594.9,412982594.9,2014-01-01 00:00:00,January 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,437514356.25,437514356.25,437514356.25,2014-02-01 00:00:00,February 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,494708562.75,494708562.75,494708562.75,2014-03-01 00:00:00,March 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,441065941.85,441065941.85,441065941.85,2014-04-01 00:00:00,April 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,492255430.1,492255430.1,492255430.1,2014-05-01 00:00:00,May 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,453645367.2,453645367.2,453645367.2,2014-06-01 00:00:00,June 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,492986486.45,492986486.45,492986486.45,2014-07-01 00:00:00,July 2014,0,0,, ,for bulk billed GP attendances,%null%,0,"After 1 July 2014, a freeze on indexation to Schedule fees was introduced (known as the Medicare rebate freeze).",0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,494310164.3,494310164.3,494310164.3,2014-08-01 00:00:00,August 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,495696158.35,495696158.35,495696158.35,2014-09-01 00:00:00,September 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,500836915.55,500836915.55,500836915.55,2014-10-01 00:00:00,October 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,457226944.05,457226944.05,457226944.05,2014-11-01 00:00:00,November 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,428247612.05,428247612.05,428247612.05,2014-12-01 00:00:00,December 2014,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,434820124.15,434820124.15,434820124.15,2015-01-01 00:00:00,January 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,465988853.3,465988853.3,465988853.3,2015-02-01 00:00:00,February 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,521075637.55,521075637.55,521075637.55,2015-03-01 00:00:00,March 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,497870269,497870269,497870269,2015-04-01 00:00:00,April 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,519889761.35,519889761.35,519889761.35,2015-05-01 00:00:00,May 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,511318778.35,511318778.35,511318778.35,2015-06-01 00:00:00,June 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,523927420.7,523927420.7,523927420.7,2015-07-01 00:00:00,July 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,535927566.55,535927566.55,535927566.55,2015-08-01 00:00:00,August 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,518403291.65,518403291.65,518403291.65,2015-09-01 00:00:00,September 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,511060988.85,511060988.85,511060988.85,2015-10-01 00:00:00,October 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,502897552.3,502897552.3,502897552.3,2015-11-01 00:00:00,November 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,451214974.8,451214974.8,451214974.8,2015-12-01 00:00:00,December 2015,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,451624632.45,451624632.45,451624632.45,2016-01-01 00:00:00,January 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,531812520.75,531812520.75,531812520.75,2016-02-01 00:00:00,February 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,533382919.45,533382919.45,533382919.45,2016-03-01 00:00:00,March 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,545816885.3,545816885.3,545816885.3,2016-04-01 00:00:00,April 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,577261263.85,577261263.85,577261263.85,2016-05-01 00:00:00,May 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,531665045.85,531665045.85,531665045.85,2016-06-01 00:00:00,June 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,513112326.15,513112326.15,513112326.15,2016-07-01 00:00:00,July 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,590982011.45,590982011.45,590982011.45,2016-08-01 00:00:00,August 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,540714232.8,540714232.8,540714232.8,2016-09-01 00:00:00,September 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,530651516.1,530651516.1,530651516.1,2016-10-01 00:00:00,October 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
GP attendances,Total,0,555060577.8,555060577.8,555060577.8,2016-11-01 00:00:00,November 2016,0,0,, ,for bulk billed GP attendances,%null%,0,%null%,0,In Aus,0,Australia,0,0,0,0
