Age group series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
65+,Total,0,0.8691978646,0.8691978646,2025-07-01 00:00:00,July 2025,0,0, ,%null%,0,"On 1 July 2025, COVID-19 vaccine support items were removed from the MBS. These were items claimed by GPs to assess a patient's suitability for the COVID-19 vaccine, and were removed to bring the MBS treatment of COVID-19 vaccines in line with other vaccines. GPs will be able to use general attendance items when providing COVID-19 vaccine support services.",0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8694336904,0.8694336904,2025-08-01 00:00:00,August 2025,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8691775243,0.8691775243,2025-09-01 00:00:00,September 2025,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8684732483,0.8684732483,2025-10-01 00:00:00,October 2025,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8797312777,0.8797312777,2025-11-01 00:00:00,November 2025,0,0, ,%null%,0,"On 1 November 2025, bulk billing incentives, previously only eligible for patients under 16 years of age or who were a Commonwealth concession cardholder, were expanded to all Medicare-eligible patients when bulk billed.",0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8831882782,0.8831882782,2025-12-01 00:00:00,December 2025,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8842163688,0.8842163688,2026-01-01 00:00:00,January 2026,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8838639393,0.8838639393,2026-02-01 00:00:00,February 2026,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
65+,Total,0,0.8891023371,0.8891023371,2026-03-01 00:00:00,March 2026,0,0, ,%null%,0,%null%,0,For 65+ year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4061843001,0.4061843001,1984-02-01 00:00:00,February 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.427027168,0.427027168,1984-03-01 00:00:00,March 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4371347625,0.4371347625,1984-04-01 00:00:00,April 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4410986904,0.4410986904,1984-05-01 00:00:00,May 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4452136274,0.4452136274,1984-06-01 00:00:00,June 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4439508729,0.4439508729,1984-07-01 00:00:00,July 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4489650806,0.4489650806,1984-08-01 00:00:00,August 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4564930768,0.4564930768,1984-09-01 00:00:00,September 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4600021386,0.4600021386,1984-10-01 00:00:00,October 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4651486777,0.4651486777,1984-11-01 00:00:00,November 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4686474209,0.4686474209,1984-12-01 00:00:00,December 1984,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4770907047,0.4770907047,1985-01-01 00:00:00,January 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4802471688,0.4802471688,1985-02-01 00:00:00,February 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4817355468,0.4817355468,1985-03-01 00:00:00,March 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.482499618,0.482499618,1985-04-01 00:00:00,April 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4824613376,0.4824613376,1985-05-01 00:00:00,May 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4849174785,0.4849174785,1985-06-01 00:00:00,June 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4803693043,0.4803693043,1985-07-01 00:00:00,July 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.4851597218,0.4851597218,1985-08-01 00:00:00,August 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.495520279,0.495520279,1985-09-01 00:00:00,September 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5006280092,0.5006280092,1985-10-01 00:00:00,October 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5079152686,0.5079152686,1985-11-01 00:00:00,November 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5102959285,0.5102959285,1985-12-01 00:00:00,December 1985,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5223960628,0.5223960628,1986-01-01 00:00:00,January 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5264951189,0.5264951189,1986-02-01 00:00:00,February 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5301646284,0.5301646284,1986-03-01 00:00:00,March 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5293243973,0.5293243973,1986-04-01 00:00:00,April 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5291716236,0.5291716236,1986-05-01 00:00:00,May 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5319887328,0.5319887328,1986-06-01 00:00:00,June 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5298589376,0.5298589376,1986-07-01 00:00:00,July 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5309638902,0.5309638902,1986-08-01 00:00:00,August 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5368801894,0.5368801894,1986-09-01 00:00:00,September 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5409593987,0.5409593987,1986-10-01 00:00:00,October 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5477979536,0.5477979536,1986-11-01 00:00:00,November 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5507319287,0.5507319287,1986-12-01 00:00:00,December 1986,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5616240243,0.5616240243,1987-01-01 00:00:00,January 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.566455183,0.566455183,1987-02-01 00:00:00,February 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5702591677,0.5702591677,1987-03-01 00:00:00,March 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5762699622,0.5762699622,1987-04-01 00:00:00,April 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5751409359,0.5751409359,1987-05-01 00:00:00,May 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5741294132,0.5741294132,1987-06-01 00:00:00,June 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5726271431,0.5726271431,1987-07-01 00:00:00,July 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5625297357,0.5625297357,1987-08-01 00:00:00,August 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5678050964,0.5678050964,1987-09-01 00:00:00,September 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5743595409,0.5743595409,1987-10-01 00:00:00,October 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5748382827,0.5748382827,1987-11-01 00:00:00,November 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5758154306,0.5758154306,1987-12-01 00:00:00,December 1987,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5883047462,0.5883047462,1988-01-01 00:00:00,January 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.584947356,0.584947356,1988-02-01 00:00:00,February 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5906605923,0.5906605923,1988-03-01 00:00:00,March 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5952164233,0.5952164233,1988-04-01 00:00:00,April 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5952446571,0.5952446571,1988-05-01 00:00:00,May 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6003871997,0.6003871997,1988-06-01 00:00:00,June 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5889372022,0.5889372022,1988-07-01 00:00:00,July 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.5926052624,0.5926052624,1988-08-01 00:00:00,August 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6028186666,0.6028186666,1988-09-01 00:00:00,September 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6062575766,0.6062575766,1988-10-01 00:00:00,October 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6081203773,0.6081203773,1988-11-01 00:00:00,November 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.609992691,0.609992691,1988-12-01 00:00:00,December 1988,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6161645475,0.6161645475,1989-01-01 00:00:00,January 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6169726232,0.6169726232,1989-02-01 00:00:00,February 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.622283715,0.622283715,1989-03-01 00:00:00,March 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6248473579,0.6248473579,1989-04-01 00:00:00,April 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6232082497,0.6232082497,1989-05-01 00:00:00,May 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6284973566,0.6284973566,1989-06-01 00:00:00,June 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.625726017,0.625726017,1989-07-01 00:00:00,July 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6206471231,0.6206471231,1989-08-01 00:00:00,August 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6272925263,0.6272925263,1989-09-01 00:00:00,September 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6318715911,0.6318715911,1989-10-01 00:00:00,October 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6326673586,0.6326673586,1989-11-01 00:00:00,November 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6364131177,0.6364131177,1989-12-01 00:00:00,December 1989,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6387994388,0.6387994388,1990-01-01 00:00:00,January 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6438553569,0.6438553569,1990-02-01 00:00:00,February 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.649592077,0.649592077,1990-03-01 00:00:00,March 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.653997637,0.653997637,1990-04-01 00:00:00,April 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.651955423,0.651955423,1990-05-01 00:00:00,May 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6558291557,0.6558291557,1990-06-01 00:00:00,June 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6560915476,0.6560915476,1990-07-01 00:00:00,July 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6571414715,0.6571414715,1990-08-01 00:00:00,August 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6633243882,0.6633243882,1990-09-01 00:00:00,September 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6674893061,0.6674893061,1990-10-01 00:00:00,October 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.667857239,0.667857239,1990-11-01 00:00:00,November 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6737814099,0.6737814099,1990-12-01 00:00:00,December 1990,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6780101712,0.6780101712,1991-01-01 00:00:00,January 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6826588641,0.6826588641,1991-02-01 00:00:00,February 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6914669009,0.6914669009,1991-03-01 00:00:00,March 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6927000558,0.6927000558,1991-04-01 00:00:00,April 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6916741613,0.6916741613,1991-05-01 00:00:00,May 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6978956899,0.6978956899,1991-06-01 00:00:00,June 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6973823778,0.6973823778,1991-07-01 00:00:00,July 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6982939075,0.6982939075,1991-08-01 00:00:00,August 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6983066046,0.6983066046,1991-09-01 00:00:00,September 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7002412402,0.7002412402,1991-10-01 00:00:00,October 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7002607621,0.7002607621,1991-11-01 00:00:00,November 1991,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.655547037,0.655547037,1991-12-01 00:00:00,December 1991,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6631461462,0.6631461462,1992-01-01 00:00:00,January 1992,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6743842085,0.6743842085,1992-02-01 00:00:00,February 1992,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.6969923648,0.6969923648,1992-03-01 00:00:00,March 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7028860618,0.7028860618,1992-04-01 00:00:00,April 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7045105047,0.7045105047,1992-05-01 00:00:00,May 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7022999913,0.7022999913,1992-06-01 00:00:00,June 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7039988294,0.7039988294,1992-07-01 00:00:00,July 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7071524622,0.7071524622,1992-08-01 00:00:00,August 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7101182528,0.7101182528,1992-09-01 00:00:00,September 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7136046214,0.7136046214,1992-10-01 00:00:00,October 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7169314548,0.7169314548,1992-11-01 00:00:00,November 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7179300359,0.7179300359,1992-12-01 00:00:00,December 1992,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7183082511,0.7183082511,1993-01-01 00:00:00,January 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7226063247,0.7226063247,1993-02-01 00:00:00,February 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7284298566,0.7284298566,1993-03-01 00:00:00,March 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7334247749,0.7334247749,1993-04-01 00:00:00,April 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7345040675,0.7345040675,1993-05-01 00:00:00,May 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7347582499,0.7347582499,1993-06-01 00:00:00,June 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7352751201,0.7352751201,1993-07-01 00:00:00,July 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7375122919,0.7375122919,1993-08-01 00:00:00,August 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7396647812,0.7396647812,1993-09-01 00:00:00,September 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7453278075,0.7453278075,1993-10-01 00:00:00,October 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7439759659,0.7439759659,1993-11-01 00:00:00,November 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7455541033,0.7455541033,1993-12-01 00:00:00,December 1993,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7495139631,0.7495139631,1994-01-01 00:00:00,January 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7503343158,0.7503343158,1994-02-01 00:00:00,February 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7555887905,0.7555887905,1994-03-01 00:00:00,March 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7588591564,0.7588591564,1994-04-01 00:00:00,April 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7550563785,0.7550563785,1994-05-01 00:00:00,May 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.754959096,0.754959096,1994-06-01 00:00:00,June 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7580732643,0.7580732643,1994-07-01 00:00:00,July 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7558670363,0.7558670363,1994-08-01 00:00:00,August 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7586004675,0.7586004675,1994-09-01 00:00:00,September 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7644592785,0.7644592785,1994-10-01 00:00:00,October 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
16 - 64,Total,0,0.7630913435,0.7630913435,1994-11-01 00:00:00,November 1994,0,0, ,%null%,0,%null%,0,For 16 - 64 year olds,Australia,0,0,0,0,0
