Age group series-alias,Type-alias,Type-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[none:type:nk]-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias,MONTH(Service Month)-value,MONTH(Service Month)-alias,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-value,MONTH(Service Month)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[tmn:ServiceMonth:qk]-alias,ATTR(rolling_tooltip_text)-alias,ATTR(rolling 3 months average text)-alias,ATTR(rolling 3 months average text)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Calculation_892838648462733318:nk]-alias,ATTR(Description)-alias,ATTR(Description)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:Description:nk]-alias,ATTR(Age Series tooltip )-alias,ATTR(State1)-alias,ATTR(State1)-[federated.0mwhe0y1pr7czz1dk80sw1mc2kwj].[attr:State:nk]-alias,Series-alias,Series (label)-alias,SUM(policy_event_ind)-alias,ATTR(Series tooltip)-alias
0 - 15,Total,0,0.6598532067,0.6598532067,1991-12-01 00:00:00,December 1991,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6689765283,0.6689765283,1992-01-01 00:00:00,January 1992,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6857336825,0.6857336825,1992-02-01 00:00:00,February 1992,0,0, ,%null%,0,"On 1 December 1991, benefits for out-of-hospital GP attendances for non-card holders were reduced by $3.50. GPs could charge a copayment for bulk billed services of up to $2.50 to compensate for the benefit reduction. In addition, GPs were paid a $1 transaction fee to cover the cost of collecting the copayment. Examples of card holders were persons covered by a Health Care Card, Pensioner Health Benefits Card and Specific Treatment Entitlement Card. Copayments for bulk billing and the benefit reduction ceased from 1 March 1992.",0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7057904618,0.7057904618,1992-03-01 00:00:00,March 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7157450352,0.7157450352,1992-04-01 00:00:00,April 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7124263848,0.7124263848,1992-05-01 00:00:00,May 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7090354543,0.7090354543,1992-06-01 00:00:00,June 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7096628353,0.7096628353,1992-07-01 00:00:00,July 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7116196248,0.7116196248,1992-08-01 00:00:00,August 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7136526696,0.7136526696,1992-09-01 00:00:00,September 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7176562262,0.7176562262,1992-10-01 00:00:00,October 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7221716258,0.7221716258,1992-11-01 00:00:00,November 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7232572212,0.7232572212,1992-12-01 00:00:00,December 1992,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7294412969,0.7294412969,1993-01-01 00:00:00,January 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7329550304,0.7329550304,1993-02-01 00:00:00,February 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7355925414,0.7355925414,1993-03-01 00:00:00,March 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7444611588,0.7444611588,1993-04-01 00:00:00,April 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7447509854,0.7447509854,1993-05-01 00:00:00,May 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.743771373,0.743771373,1993-06-01 00:00:00,June 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.743706284,0.743706284,1993-07-01 00:00:00,July 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7439677493,0.7439677493,1993-08-01 00:00:00,August 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7480426192,0.7480426192,1993-09-01 00:00:00,September 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7560234332,0.7560234332,1993-10-01 00:00:00,October 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7521943066,0.7521943066,1993-11-01 00:00:00,November 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7537024307,0.7537024307,1993-12-01 00:00:00,December 1993,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7605347489,0.7605347489,1994-01-01 00:00:00,January 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7625141061,0.7625141061,1994-02-01 00:00:00,February 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7643468731,0.7643468731,1994-03-01 00:00:00,March 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7724019358,0.7724019358,1994-04-01 00:00:00,April 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7680719154,0.7680719154,1994-05-01 00:00:00,May 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.76651334,0.76651334,1994-06-01 00:00:00,June 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7699151444,0.7699151444,1994-07-01 00:00:00,July 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7600147645,0.7600147645,1994-08-01 00:00:00,August 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7617939538,0.7617939538,1994-09-01 00:00:00,September 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7693408522,0.7693408522,1994-10-01 00:00:00,October 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7694521486,0.7694521486,1994-11-01 00:00:00,November 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7688582132,0.7688582132,1994-12-01 00:00:00,December 1994,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7762059983,0.7762059983,1995-01-01 00:00:00,January 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7792078541,0.7792078541,1995-02-01 00:00:00,February 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7804320346,0.7804320346,1995-03-01 00:00:00,March 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7909716317,0.7909716317,1995-04-01 00:00:00,April 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.786859636,0.786859636,1995-05-01 00:00:00,May 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7835118989,0.7835118989,1995-06-01 00:00:00,June 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7890676042,0.7890676042,1995-07-01 00:00:00,July 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7783282974,0.7783282974,1995-08-01 00:00:00,August 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7812569454,0.7812569454,1995-09-01 00:00:00,September 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7887325038,0.7887325038,1995-10-01 00:00:00,October 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7873998901,0.7873998901,1995-11-01 00:00:00,November 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7897621959,0.7897621959,1995-12-01 00:00:00,December 1995,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7929295301,0.7929295301,1996-01-01 00:00:00,January 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7983545918,0.7983545918,1996-02-01 00:00:00,February 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8034919921,0.8034919921,1996-03-01 00:00:00,March 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8034192485,0.8034192485,1996-04-01 00:00:00,April 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7990787895,0.7990787895,1996-05-01 00:00:00,May 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8012600191,0.8012600191,1996-06-01 00:00:00,June 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7954753001,0.7954753001,1996-07-01 00:00:00,July 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7922463226,0.7922463226,1996-08-01 00:00:00,August 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7964552827,0.7964552827,1996-09-01 00:00:00,September 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7994921274,0.7994921274,1996-10-01 00:00:00,October 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7974453138,0.7974453138,1996-11-01 00:00:00,November 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7954822815,0.7954822815,1996-12-01 00:00:00,December 1996,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7975306253,0.7975306253,1997-01-01 00:00:00,January 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7986727811,0.7986727811,1997-02-01 00:00:00,February 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8035822544,0.8035822544,1997-03-01 00:00:00,March 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8010778308,0.8010778308,1997-04-01 00:00:00,April 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.8003066376,0.8003066376,1997-05-01 00:00:00,May 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.799676248,0.799676248,1997-06-01 00:00:00,June 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7967350727,0.7967350727,1997-07-01 00:00:00,July 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7902987288,0.7902987288,1997-08-01 00:00:00,August 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7874522254,0.7874522254,1997-09-01 00:00:00,September 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7922302393,0.7922302393,1997-10-01 00:00:00,October 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7910425743,0.7910425743,1997-11-01 00:00:00,November 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7863214892,0.7863214892,1997-12-01 00:00:00,December 1997,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7913489164,0.7913489164,1998-01-01 00:00:00,January 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7957734731,0.7957734731,1998-02-01 00:00:00,February 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7935430839,0.7935430839,1998-03-01 00:00:00,March 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7946735319,0.7946735319,1998-04-01 00:00:00,April 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7942978038,0.7942978038,1998-05-01 00:00:00,May 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.792566613,0.792566613,1998-06-01 00:00:00,June 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7886259777,0.7886259777,1998-07-01 00:00:00,July 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7844513755,0.7844513755,1998-08-01 00:00:00,August 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7872353966,0.7872353966,1998-09-01 00:00:00,September 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7905913374,0.7905913374,1998-10-01 00:00:00,October 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.790589726,0.790589726,1998-11-01 00:00:00,November 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7859965857,0.7859965857,1998-12-01 00:00:00,December 1998,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7919651352,0.7919651352,1999-01-01 00:00:00,January 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7950428869,0.7950428869,1999-02-01 00:00:00,February 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7953843355,0.7953843355,1999-03-01 00:00:00,March 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7952634601,0.7952634601,1999-04-01 00:00:00,April 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7945627551,0.7945627551,1999-05-01 00:00:00,May 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7955015258,0.7955015258,1999-06-01 00:00:00,June 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7907586283,0.7907586283,1999-07-01 00:00:00,July 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7842908956,0.7842908956,1999-08-01 00:00:00,August 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7829313351,0.7829313351,1999-09-01 00:00:00,September 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7887777191,0.7887777191,1999-10-01 00:00:00,October 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7869970778,0.7869970778,1999-11-01 00:00:00,November 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7827701997,0.7827701997,1999-12-01 00:00:00,December 1999,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7914755616,0.7914755616,2000-01-01 00:00:00,January 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7919671111,0.7919671111,2000-02-01 00:00:00,February 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7893973694,0.7893973694,2000-03-01 00:00:00,March 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7926210325,0.7926210325,2000-04-01 00:00:00,April 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7904767255,0.7904767255,2000-05-01 00:00:00,May 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7888842075,0.7888842075,2000-06-01 00:00:00,June 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.78353558,0.78353558,2000-07-01 00:00:00,July 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7755894886,0.7755894886,2000-08-01 00:00:00,August 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7749628189,0.7749628189,2000-09-01 00:00:00,September 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7794440772,0.7794440772,2000-10-01 00:00:00,October 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7773819899,0.7773819899,2000-11-01 00:00:00,November 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7718696566,0.7718696566,2000-12-01 00:00:00,December 2000,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.775394642,0.775394642,2001-01-01 00:00:00,January 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.778531007,0.778531007,2001-02-01 00:00:00,February 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7804314257,0.7804314257,2001-03-01 00:00:00,March 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.778384286,0.778384286,2001-04-01 00:00:00,April 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7745384081,0.7745384081,2001-05-01 00:00:00,May 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7700811933,0.7700811933,2001-06-01 00:00:00,June 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7637137799,0.7637137799,2001-07-01 00:00:00,July 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7512564585,0.7512564585,2001-08-01 00:00:00,August 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7533087206,0.7533087206,2001-09-01 00:00:00,September 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7571802108,0.7571802108,2001-10-01 00:00:00,October 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7498933816,0.7498933816,2001-11-01 00:00:00,November 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7435072627,0.7435072627,2001-12-01 00:00:00,December 2001,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7519622605,0.7519622605,2002-01-01 00:00:00,January 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7507534961,0.7507534961,2002-02-01 00:00:00,February 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7500787295,0.7500787295,2002-03-01 00:00:00,March 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.752748464,0.752748464,2002-04-01 00:00:00,April 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7484436041,0.7484436041,2002-05-01 00:00:00,May 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7338105942,0.7338105942,2002-06-01 00:00:00,June 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7125015549,0.7125015549,2002-07-01 00:00:00,July 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7014887085,0.7014887085,2002-08-01 00:00:00,August 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7069150157,0.7069150157,2002-09-01 00:00:00,September 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7111947463,0.7111947463,2002-10-01 00:00:00,October 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6985732488,0.6985732488,2002-11-01 00:00:00,November 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6892093652,0.6892093652,2002-12-01 00:00:00,December 2002,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7034607151,0.7034607151,2003-01-01 00:00:00,January 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7052422052,0.7052422052,2003-02-01 00:00:00,February 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.708400214,0.708400214,2003-03-01 00:00:00,March 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7082823961,0.7082823961,2003-04-01 00:00:00,April 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6988441354,0.6988441354,2003-05-01 00:00:00,May 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6909558521,0.6909558521,2003-06-01 00:00:00,June 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6867268691,0.6867268691,2003-07-01 00:00:00,July 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.676230157,0.676230157,2003-08-01 00:00:00,August 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6738680081,0.6738680081,2003-09-01 00:00:00,September 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6802478659,0.6802478659,2003-10-01 00:00:00,October 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6793964379,0.6793964379,2003-11-01 00:00:00,November 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6772721813,0.6772721813,2003-12-01 00:00:00,December 2003,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.6867352697,0.6867352697,2004-01-01 00:00:00,January 2004,0,0, ,%null%,0,%null%,0,For 0 - 15 year olds,Australia,0,0,0,0,0
0 - 15,Total,0,0.7335905233,0.7335905233,2004-02-01 00:00:00,February 2004,0,0, ,%null%,0,"On 1 February 2004, the $4 billion Strengthening Medicare package in response to falling rates of bulk billing was introduced. Bulk billing incentives introduced for non-referred services involving children under 16 and concessional patients.",0,For 0 - 15 year olds,Australia,0,0,0,0,0
